,Person,Subcategory,Category
7132,Ali Jasiqi,Kosovan writers,Writers
7133,Daut Demaku,Kosovan writers,Writers
7134,Nijazi Ramadani,Kosovan writers,Writers
7135,Eqrem Basha,Kosovan writers,Writers
7136,Rexhep Qosja,Kosovan writers,Writers
7137,Lutfi Lepaja,Kosovan writers,Writers
7138,Shpëtim Selmani,Kosovan writers,Writers
7139,Shkëlzen Maliqi,Kosovan writers,Writers
7140,Rifat Kukaj,Kosovan writers,Writers
7141,Demir Krasniqi,Kosovan writers,Writers
7142,Sinan Hasani,Kosovan writers,Writers
7143,Jahi Jahiu,Kosovan writers,Writers
7144,Iljaz Prokshi,Kosovan writers,Writers
7145,Abdullah Albsais,Kuwaiti writers,Writers
7146,Hayat Alyaqout,Kuwaiti writers,Writers
7147,Adel Iskandar,Kuwaiti writers,Writers
7148,Mona al-Shammari,Kuwaiti writers,Writers
7149,Khalid Al-Nasrallah,Kuwaiti writers,Writers
7150,Thuraya Al-Baqsami,Kuwaiti writers,Writers
7151,Najm Abdulkarim,Kuwaiti writers,Writers
7152,A. H. Almaas,Kuwaiti writers,Writers
7153,Jehan Rajab,Kuwaiti writers,Writers
7154,Bassam Almusallam,Kuwaiti writers,Writers
7155,Taibah Al-Ibrahim,Kuwaiti writers,Writers
7156,Abd al-Rahman Abd al-Khaliq,Kuwaiti writers,Writers
7157,Fajer Al-Saeed,Kuwaiti writers,Writers
7158,Meshary Al-Arada,Kuwaiti writers,Writers
7159,Tareq Al-Suwaidan,Kuwaiti writers,Writers
7160,Abdel Wahab al-Hamadi,Kuwaiti writers,Writers
7161,Mohammed bin Nasser Al-Ajmi,Kuwaiti writers,Writers
7162,Othman al-Khamees,Kuwaiti writers,Writers
7163,Abdullah Al-Salloum,Kuwaiti writers,Writers
7164,Faten Al-Naqeeb,Kuwaiti writers,Writers
7165,Ali Ashour Al-Jaffar,Kuwaiti writers,Writers
7166,Taleb Alrefai,Kuwaiti writers,Writers
7167,Nabil Al Awadi,Kuwaiti writers,Writers
7168,Chinghiz Aitmatov,Kyrgyzstani writers,Writers
7169,Iasyr Shivaza,Kyrgyzstani writers,Writers
7170,Rahmonberdi Madazimov,Kyrgyzstani writers,Writers
7171,Fedor Samokhin,Kyrgyzstani writers,Writers
7172,Sila Viravong,Laotian writers,Writers
7173,Souvanna Phomma,Laotian writers,Writers
7174,Nor Sanavongsay,Laotian writers,Writers
7175,Bryan Thao Worra,Laotian writers,Writers
7176,Daoviang Butnakho,Laotian writers,Writers
7177,Thavisouk Phrasavath,Laotian writers,Writers
7178,Dia Cha,Laotian writers,Writers
7179,Uldis Ģērmanis,Latvian writers,Writers
7180,Fricis Rokpelnis,Latvian writers,Writers
7181,Jānis Sudrabkalns,Latvian writers,Writers
7182,Mariss Vetra,Latvian writers,Writers
7183,Melānija Vanaga,Latvian writers,Writers
7184,Kārlis Zariņš (writer),Latvian writers,Writers
7185,Andrejs Upīts,Latvian writers,Writers
7186,Dzidra Rinkule-Zemzare,Latvian writers,Writers
7187,Arnolds Spekke,Latvian writers,Writers
7188,Laima Muktupāvela,Latvian writers,Writers
7189,Jānis Joņevs,Latvian writers,Writers
7190,Ernests Blanks,Latvian writers,Writers
7191,Aivars Gipslis,Latvian writers,Writers
7192,Johann Ernst Glück,Latvian writers,Writers
7193,Krišjānis Valdemārs,Latvian writers,Writers
7194,Alfrēds Andersons,Latvian writers,Writers
7195,Roberts Eidemanis,Latvian writers,Writers
7196,Alberts Bels,Latvian writers,Writers
7197,Jānis Medenis,Latvian writers,Writers
7198,Juris Māters,Latvian writers,Writers
7199,Konstantīns Raudive,Latvian writers,Writers
7200,Juris Cibuļs,Latvian writers,Writers
7201,Andra Neiburga,Latvian writers,Writers
7202,Saulcerīte Viese,Latvian writers,Writers
7203,Vilis Olavs,Latvian writers,Writers
7204,Edvarts Virza,Latvian writers,Writers
7205,Gotthard Friedrich Stender,Latvian writers,Writers
7206,Jānis Jaunsudrabiņš,Latvian writers,Writers
7207,Reinis Kaudzīte,Latvian writers,Writers
7208,Aleksandrs Grīns,Latvian writers,Writers
7209,Kārlis Skalbe,Latvian writers,Writers
7210,Pētõr Damberg,Latvian writers,Writers
7211,Andrievs Niedra,Latvian writers,Writers
7212,Ojārs Vācietis,Latvian writers,Writers
7213,Otto Ozols,Latvian writers,Writers
7214,Ernest Drezen,Latvian writers,Writers
7215,Mārtiņš Zīverts,Latvian writers,Writers
7216,Inga Ābele,Latvian writers,Writers
7217,Rūdolfs Blaumanis,Latvian writers,Writers
7218,Jānis Poruks,Latvian writers,Writers
7219,Atis Kronvalds,Latvian writers,Writers
7220,Louis Cheikho,Lebanese writers,Writers
7221,Maudie Bitar,Lebanese writers,Writers
7222,Maroun Abboud,Lebanese writers,Writers
7223,Raghid El-Solh,Lebanese writers,Writers
7224,Faouzi Al-Kach,Lebanese writers,Writers
7225,Hamza Ali Aboud,Lebanese writers,Writers
7226,Husayn Muruwwa,Lebanese writers,Writers
7227,Balqis Sidawi,Lebanese writers,Writers
7228,Mikhail Naimy,Lebanese writers,Writers
7229,Nimat Hamoush,Lebanese writers,Writers
7230,Chekri Ganem,Lebanese writers,Writers
7231,Raif Khoury,Lebanese writers,Writers
7232,Youssef Howayek,Lebanese writers,Writers
7233,Ramzi Baalbaki,Lebanese writers,Writers
7234,Ziad Doueiri,Lebanese writers,Writers
7235,Abdulhamid Al-Rafiʻi,Lebanese writers,Writers
7236,Yumna Al-Eid,Lebanese writers,Writers
7237,Joseph Lebbos,Lebanese writers,Writers
7238,Bashir Copti,Lebanese writers,Writers
7239,Ahmad Shafik Al-Khatib,Lebanese writers,Writers
7240,Ahmed Muhsin,Lebanese writers,Writers
7241,Tara Khattar,Lebanese writers,Writers
7242,Hala Kawtharani,Lebanese writers,Writers
7243,Naim Qassem,Lebanese writers,Writers
7244,Kamal Dib,Lebanese writers,Writers
7245,Assad Thebian,Lebanese writers,Writers
7246,Nabiha Mhiedly,Lebanese writers,Writers
7247,Jalal Toufic,Lebanese writers,Writers
7248,Georges Khabbaz,Lebanese writers,Writers
7249,Shibli Shumayyil,Lebanese writers,Writers
7250,Issa Makhlouf,Lebanese writers,Writers
7251,Amal Saad-Ghorayeb,Lebanese writers,Writers
7252,Joseph Raya,Lebanese writers,Writers
7253,Myrna Ayad,Lebanese writers,Writers
7254,Ramiz Rizq,Lebanese writers,Writers
7255,Rahbani brothers,Lebanese writers,Writers
7256,Mouna Bassili Sehnaoui,Lebanese writers,Writers
7257,Carl Gibeily,Lebanese writers,Writers
7258,Abd Al Raouf Sinu,Lebanese writers,Writers
7259,Samir Chamas,Lebanese writers,Writers
7260,Elia Abu Madi,Lebanese writers,Writers
7261,Jean Daoud,Lebanese writers,Writers
7262,Sanaa Shebbani,Lebanese writers,Writers
7263,Zena El Khalil,Lebanese writers,Writers
7264,Hilal Chouman,Lebanese writers,Writers
7265,George Jordac,Lebanese writers,Writers
7266,Naguib Azoury,Lebanese writers,Writers
7267,Naoum Mokarzel,Lebanese writers,Writers
7268,Nazira Zain al-Din,Lebanese writers,Writers
7269,Abdallah al-Alayli,Lebanese writers,Writers
7270,Nasri Atallah,Lebanese writers,Writers
7271,Zeina Hashem Beck,Lebanese writers,Writers
7272,Sonya Beiruty,Lebanese writers,Writers
7273,Afifa Al Shartouni,Lebanese writers,Writers
7274,Assia Dagher,Lebanese writers,Writers
7275,Zahra Marwa,Lebanese writers,Writers
7276,Youakim Moubarac,Lebanese writers,Writers
7277,Abd al-Ghani Salam,Lebanese writers,Writers
7278,Naim Talhouk,Lebanese writers,Writers
7279,Ahmad Rida,Lebanese writers,Writers
7280,Elia El Hawi,Lebanese writers,Writers
7281,Chawky Frenn,Lebanese writers,Writers
7282,Youssef Habchi el-Achkar,Lebanese writers,Writers
7283,Kevork Ajemian,Lebanese writers,Writers
7284,Salwa Mahmasani Moumina,Lebanese writers,Writers
7285,Ali Harb,Lebanese writers,Writers
7286,Hind Nawfal,Lebanese writers,Writers
7287,Hanna Al-Fakhoury,Lebanese writers,Writers
7288,Ameen Rihani,Lebanese writers,Writers
7289,Salim Maush,Lebanese writers,Writers
7290,Rima Karaki,Lebanese writers,Writers
7291,Amine Nakhle,Lebanese writers,Writers
7292,Farid Hourani,Lebanese writers,Writers
7293,Malaka Saad,Lebanese writers,Writers
7294,Hyam Yared,Lebanese writers,Writers
7295,Sami Ibrahim Haddad,Lebanese writers,Writers
7296,Emily Fares Ibrahim,Lebanese writers,Writers
7297,Vahe Vahian,Lebanese writers,Writers
7298,Gebran Tueni,Lebanese writers,Writers
7299,Michael Karam,Lebanese writers,Writers
7300,Bilal Orfali,Lebanese writers,Writers
7301,Mai Ghoussoub,Lebanese writers,Writers
7302,Said Akl,Lebanese writers,Writers
7303,Elias Dib,Lebanese writers,Writers
7304,Habib Sadek,Lebanese writers,Writers
7305,Emin Arslan,Lebanese writers,Writers
7306,Hussain Abdul-Hussain,Lebanese writers,Writers
7307,Wadad Makdisi Cortas,Lebanese writers,Writers
7308,Salman Zain Al Deen,Lebanese writers,Writers
7309,Nazek Abu Alwan Abed,Lebanese writers,Writers
7310,Isaac Armalet,Lebanese writers,Writers
7311,Z. D. Mangoaela,Lesotho writers,Writers
7312,Trapeta Mayson,Liberian writers,Writers
7313,Michaela Songa,Liberian writers,Writers
7314,Fatima Massaquoi,Liberian writers,Writers
7315,Gabriel I. H. Williams,Liberian writers,Writers
7316,Wilton G. S. Sankawulo,Liberian writers,Writers
7317,Leymah Gbowee,Liberian writers,Writers
7318,Ebenezer Norman,Liberian writers,Writers
7319,Clarence Moniba,Liberian writers,Writers
7320,Henry Boimah Fahnbulleh,Liberian writers,Writers
7321,Roland T. Dempster,Liberian writers,Writers
7322,Edward Wilmot Blyden,Liberian writers,Writers
7323,Saddeka Arebi,Libyan writers,Writers
7324,Najwa Binshatwan,Libyan writers,Writers
7325,Wahbi al-Bouri,Libyan writers,Writers
7326,Khadījah Jahamī,Libyan writers,Writers
7327,Mansour Bushnaf,Libyan writers,Writers
7328,Sadeq Naihoum,Libyan writers,Writers
7329,Armin Öhri,Liechtenstein writers,Writers
7330,Hermine Rheinberger,Liechtenstein writers,Writers
7331,Hans-Jörg Rheinberger,Liechtenstein writers,Writers
7332,Iren Nigg,Liechtenstein writers,Writers
7333,Sieglinde Gstöhl,Liechtenstein writers,Writers
7334,Ida Ospelt-Amann,Liechtenstein writers,Writers
7335,Jurgis Smolskis,Lithuanian writers,Writers
7336,Daina Opolskaitė,Lithuanian writers,Writers
7337,Isaac of Troki,Lithuanian writers,Writers
7338,Antanas Kriščiukaitis,Lithuanian writers,Writers
7339,Stanislovas Rapolionis,Lithuanian writers,Writers
7340,Liudvikas Jakavičius,Lithuanian writers,Writers
7341,Vytautas Bubnys,Lithuanian writers,Writers
7342,Vincas Mykolaitis-Putinas,Lithuanian writers,Writers
7343,Simonas Stanevičius,Lithuanian writers,Writers
7344,Teofilis Tilvytis,Lithuanian writers,Writers
7345,Louis H. Bean,Lithuanian writers,Writers
7346,Juozas Adomaitis-Šernas,Lithuanian writers,Writers
7347,Romualdas Granauskas,Lithuanian writers,Writers
7348,Liūtas Mockūnas,Lithuanian writers,Writers
7349,Aaron Abraham Kabak,Lithuanian writers,Writers
7350,Kazimieras Saja,Lithuanian writers,Writers
7351,Saulius Šaltenis,Lithuanian writers,Writers
7352,Aleksandras Dičpetris,Lithuanian writers,Writers
7353,Jonas Mekas,Lithuanian writers,Writers
7354,Aleksandras Gudaitis-Guzevičius,Lithuanian writers,Writers
7355,Ričardas Šileika,Lithuanian writers,Writers
7356,Edmundas Malūkas,Lithuanian writers,Writers
7357,Pranas Morkūnas,Lithuanian writers,Writers
7358,Martynas Mažvydas,Lithuanian writers,Writers
7359,Marija Rima Tūbelytė-Kuhlmann,Lithuanian writers,Writers
7360,Konstantinas Sirvydas,Lithuanian writers,Writers
7361,Vytautė Žilinskaitė,Lithuanian writers,Writers
7362,Piotr Blastus Kmita,Lithuanian writers,Writers
7363,Abraomas Kulvietis,Lithuanian writers,Writers
7364,Vladas Terleckas,Lithuanian writers,Writers
7365,Kazys Bizauskas,Lithuanian writers,Writers
7366,Algis Budrys,Lithuanian writers,Writers
7367,Vincas Kudirka,Lithuanian writers,Writers
7368,Mikalojus Daukša,Lithuanian writers,Writers
7369,Vytautas V. Landsbergis,Lithuanian writers,Writers
7370,Kazys Almenas,Lithuanian writers,Writers
7371,Marius Katiliškis,Lithuanian writers,Writers
7372,Sigitas Parulskis,Lithuanian writers,Writers
7373,Dainius Razauskas,Lithuanian writers,Writers
7374,John Rees (journalist),Lithuanian writers,Writers
7375,Juozas Paukštelis,Lithuanian writers,Writers
7376,Jonas Basanavičius,Lithuanian writers,Writers
7377,Liudvika Didžiulienė,Lithuanian writers,Writers
7378,Juozas Grušas,Lithuanian writers,Writers
7379,Daniel Estulin,Lithuanian writers,Writers
7380,Jurgis Bielinis,Lithuanian writers,Writers
7381,Sofija Kymantaitė-Čiurlionienė,Lithuanian writers,Writers
7382,Petras Tarasenka,Lithuanian writers,Writers
7383,Antanas Smetona,Lithuanian writers,Writers
7384,Grigorijus Kanovičius,Lithuanian writers,Writers
7385,Wasyl Ciapiński,Lithuanian writers,Writers
7386,Tomas Venclova,Lithuanian writers,Writers
7387,Jonas Bretkūnas,Lithuanian writers,Writers
7388,Charles Rappoport,Lithuanian writers,Writers
7389,Evelina Puzaitė,Lithuanian writers,Writers
7390,Ričardas Gavelis,Lithuanian writers,Writers
7391,Jonas Jaknavičius,Lithuanian writers,Writers
7392,Nik Welter,Luxembourgian writers,Writers
7393,Pol Sax,Luxembourgian writers,Writers
7394,Gast Groeber,Luxembourgian writers,Writers
7395,Raoul Biltgen,Luxembourgian writers,Writers
7396,Joseph Kohnen,Luxembourgian writers,Writers
7397,Alexis Brasseur,Luxembourgian writers,Writers
7398,Anise Koltz,Luxembourgian writers,Writers
7399,Guy Helminger,Luxembourgian writers,Writers
7400,Michel Engels,Luxembourgian writers,Writers
7401,Francis Kirps,Luxembourgian writers,Writers
7402,Carole Dieschbourg,Luxembourgian writers,Writers
7403,Marie Henriette Steil,Luxembourgian writers,Writers
7404,Georges Hausemer,Luxembourgian writers,Writers
7405,Guy Rewenig,Luxembourgian writers,Writers
7406,Jean Back,Luxembourgian writers,Writers
7407,Germaine Simon,Luxembourgian writers,Writers
7408,Albert Bousser,Luxembourgian writers,Writers
7409,Émile Schaus,Luxembourgian writers,Writers
7410,Félix Thyes,Luxembourgian writers,Writers
7411,Tony Bourg,Luxembourgian writers,Writers
7412,Jules Mersch,Luxembourgian writers,Writers
7413,Anne Faber,Luxembourgian writers,Writers
7414,Johannes Olav Fallize,Luxembourgian writers,Writers
7415,Lambert Schlechter,Luxembourgian writers,Writers
7416,Laurent Fels,Luxembourgian writers,Writers
7417,Pierre Decock,Luxembourgian writers,Writers
7418,Pierre Joris,Luxembourgian writers,Writers
7419,Auguste Liesch,Luxembourgian writers,Writers
7420,Antoine Meyer,Luxembourgian writers,Writers
7421,Ketty Thull,Luxembourgian writers,Writers
7422,Marco Schank,Luxembourgian writers,Writers
7423,Tullio Forgiarini,Luxembourgian writers,Writers
7424,Nico Helminger,Luxembourgian writers,Writers
7425,Xian Yuqing,Macau writers,Writers
7426,Pedro Nolasco da Silva,Macau writers,Writers
7427,Deolinda da Conceição,Macau writers,Writers
7428,Un Sio San,Macau writers,Writers
7429,Agnes Lam,Macau writers,Writers
7430,Henrique de Senna Fernandes,Macau writers,Writers
7431,Stoyan Christowe,Macedonian writers,Writers
7432,Isaija Mažovski,Macedonian writers,Writers
7433,Pande Petrovski,Macedonian writers,Writers
7434,Venko Andonovski,Macedonian writers,Writers
7435,Petre Dimovski,Macedonian writers,Writers
7436,Mateja Matevski,Macedonian writers,Writers
7437,Tomislav Osmanli,Macedonian writers,Writers
7438,Krste Misirkov,Macedonian writers,Writers
7439,Mile Nedelkoski,Macedonian writers,Writers
7440,Luan Starova,Macedonian writers,Writers
7441,Mišo Juzmeski,Macedonian writers,Writers
7442,Ivan Čapovski,Macedonian writers,Writers
7443,Danilo Kocevski,Macedonian writers,Writers
7444,Meto Jovanovski (writer),Macedonian writers,Writers
7445,Goran Trenchovski,Macedonian writers,Writers
7446,Gjorgji Filipov,Macedonian writers,Writers
7447,Anton Panov,Macedonian writers,Writers
7448,Nace Dimov,Macedonian writers,Writers
7449,Alekso Martulkov,Macedonian writers,Writers
7450,Venko Markovski,Macedonian writers,Writers
7451,Dimitrija Čupovski,Macedonian writers,Writers
7452,Ivan Babanovski,Macedonian writers,Writers
7453,Vasil Iljoski,Macedonian writers,Writers
7454,Dimitar Dimitrov (writer),Macedonian writers,Writers
7455,Petar Andonovski,Macedonian writers,Writers
7456,Vlado Maleski,Macedonian writers,Writers
7457,Nenad Joldeski,Macedonian writers,Writers
7458,Slavko Janevski,Macedonian writers,Writers
7459,Goran Stefanovski,Macedonian writers,Writers
7460,Stefan Markovski,Macedonian writers,Writers
7461,Bill Neskovski,Macedonian writers,Writers
7462,Gane Todorovski,Macedonian writers,Writers
7463,Petre M. Andreevski,Macedonian writers,Writers
7464,Stefan Dedov,Macedonian writers,Writers
7465,Kočo Racin,Macedonian writers,Writers
7466,Igor Džambazov,Macedonian writers,Writers
7467,Slavko Dimevski,Macedonian writers,Writers
7468,Jordan Plevnes,Macedonian writers,Writers
7469,Kole Čašule,Macedonian writers,Writers
7470,Božin Pavlovski,Macedonian writers,Writers
7471,Blaže Ristovski,Macedonian writers,Writers
7472,Georgi Pulevski,Macedonian writers,Writers
7473,Živko Čingo,Macedonian writers,Writers
7474,Atanas Razdolov,Macedonian writers,Writers
7475,Jean-Luc Raharimanana,Malagasy writers,Writers
7476,Ken Lipenga,Malawian writers,Writers
7477,Francis Moto,Malawian writers,Writers
7478,Samson Kambalu,Malawian writers,Writers
7479,Onesimo Makani Kabweza,Malawian writers,Writers
7480,Willie Zingani,Malawian writers,Writers
7481,Frank Chipasula,Malawian writers,Writers
7482,Michelle Paver,Malawian writers,Writers
7483,Steve Chimombo,Malawian writers,Writers
7484,Barnaba Zingani,Malawian writers,Writers
7485,Samuel Mpasu,Malawian writers,Writers
7486,Abdul Samad Ismail,Malaysian writers,Writers
7487,Ahmad Kamal Abdullah,Malaysian writers,Writers
7488,Malachi Edwin Vethamani,Malaysian writers,Writers
7489,Laila Kamilia,Malaysian writers,Writers
7490,Vishen Lakhiani,Malaysian writers,Writers
7491,Ng Kim Chew,Malaysian writers,Writers
7492,Syed Hussein Alatas,Malaysian writers,Writers
7493,Shahnon Ahmad,Malaysian writers,Writers
7494,Eddie Pak,Malaysian writers,Writers
7495,Rahimidin Zahari,Malaysian writers,Writers
7496,Zainon Ismail C.N. Afghani,Malaysian writers,Writers
7497,Ismail Johari,Malaysian writers,Writers
7498,Ghulam-Sarwar Yousof,Malaysian writers,Writers
7499,M. G. G. Pillai,Malaysian writers,Writers
7500,Kid Chan,Malaysian writers,Writers
7501,Hassan Muthalib,Malaysian writers,Writers
7502,Noordin Hassan,Malaysian writers,Writers
7503,Azalia Suhaimi,Malaysian writers,Writers
7504,Tash Aw,Malaysian writers,Writers
7505,A. Mangalam,Malaysian writers,Writers
7506,Bernice Chauly,Malaysian writers,Writers
7507,Abdullah Abdul Kadir,Malaysian writers,Writers
7508,Tan Twan Eng,Malaysian writers,Writers
7509,Kevin Nyiau,Malaysian writers,Writers
7510,T. Selva,Malaysian writers,Writers
7511,Anas Alam Faizli,Malaysian writers,Writers
7512,Ramlee Awang Murshid,Malaysian writers,Writers
7513,Gu Hongming,Malaysian writers,Writers
7514,Charlene Rajendran,Malaysian writers,Writers
7515,Saharil Hasrin Sanin,Malaysian writers,Writers
7516,Peter Pek,Malaysian writers,Writers
7517,Arena Wati,Malaysian writers,Writers
7518,Kopi Soh,Malaysian writers,Writers
7519,Yaakub Isa,Malaysian writers,Writers
7520,Malcolm Sim Mejin,Malaysian writers,Writers
7521,Kavyan,Malaysian writers,Writers
7522,Dina Zaman,Malaysian writers,Writers
7523,Malim Ghozali PK,Malaysian writers,Writers
7524,Ruhaini Matdarin,Malaysian writers,Writers
7525,Mahathir Mohamad,Malaysian writers,Writers
7526,Khoo Kheng-Hor,Malaysian writers,Writers
7527,Cheah Kah Peng,Malaysian writers,Writers
7528,Danny Lim,Malaysian writers,Writers
7529,S. M. Zakir,Malaysian writers,Writers
7530,Krishen Jit,Malaysian writers,Writers
7531,Abdul Rahim Kajai,Malaysian writers,Writers
7532,Chan Tah Wei,Malaysian writers,Writers
7533,Wong Phui Nam,Malaysian writers,Writers
7534,Hasmi Hashim,Malaysian writers,Writers
7535,Fatimah Busu,Malaysian writers,Writers
7536,Tan Tong Hye,Malaysian writers,Writers
7537,Zakaria Ariffin,Malaysian writers,Writers
7538,Huzir Sulaiman,Malaysian writers,Writers
7539,Tei Chiew-Siah,Malaysian writers,Writers
7540,Cassandra Khaw,Malaysian writers,Writers
7541,Afifi al-Akiti,Malaysian writers,Writers
7542,Zainal Abidin Ahmad (writer),Malaysian writers,Writers
7543,Khalid Salleh,Malaysian writers,Writers
7544,Keris Mas,Malaysian writers,Writers
7545,I Rivers,Malaysian writers,Writers
7546,Chandra Muzaffar,Malaysian writers,Writers
7547,Lloyd Fernando,Malaysian writers,Writers
